method,score,reason,address_score,name_score,owner_score,city_score,dc_excel_row,dc_owner,dc_name,dc_country,dc_city,dc_address,dc_lat,dc_long,451_excel_row,451_owner,451_name,451_country,451_city,451_address,451_lat,451_long
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",0.4,0.08,0.32,1.0,6459,Equinix,MU3,Germany,Munich,"Seidl StraÃŸe 3, Munich, 80335, Germany",48.143191,11.555765,14988,Kpn Eurorings Gmbh,KPN Datacenter (Mchn-S1),Germany,Munich,Arnulfstrasse 32 (ground floor),48.143069,11.555858
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",0.48,0.6667,1.0,1.0,6459,Equinix,MU3,Germany,Munich,"Seidl StraÃŸe 3, Munich, 80335, Germany",48.143191,11.555765,16650,"Equinix, Inc.",MU1,Germany,Munich,Seidlstrasse 3,48.142543,11.556052
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",0.48,1.0,1.0,1.0,6459,Equinix,MU3,Germany,Munich,"Seidl StraÃŸe 3, Munich, 80335, Germany",48.143191,11.555765,16656,"Equinix, Inc.",MU3,Germany,Munich,Seidlstrasse 3,48.142543,11.556052
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",0.48,0.2222,0.1739,1.0,6459,Equinix,MU3,Germany,Munich,"Seidl StraÃŸe 3, Munich, 80335, Germany",48.143191,11.555765,16749,noris network AG,Munich Sud/MUC6,Germany,Munich,Seidlstrasse 3,48.142543,11.556052
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",0.5098,0.2222,0.16,1.0,6460,Equinix,MU1,Germany,Munich,"Seidlstrasse 3, Munich, 80335, Germany",48.143191,11.555765,13113,"Lumen Technologies, Inc.",Global Crossing Munich,Germany,Munich,Arnulfstrasse 34,48.143033,11.555925
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",0.4688,0.16,0.32,1.0,6460,Equinix,MU1,Germany,Munich,"Seidlstrasse 3, Munich, 80335, Germany",48.143191,11.555765,14988,Kpn Eurorings Gmbh,KPN Datacenter (Mchn-S1),Germany,Munich,Arnulfstrasse 32 (ground floor),48.143069,11.555858
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",1.0,1.0,1.0,1.0,6460,Equinix,MU1,Germany,Munich,"Seidlstrasse 3, Munich, 80335, Germany",48.143191,11.555765,16650,"Equinix, Inc.",MU1,Germany,Munich,Seidlstrasse 3,48.142543,11.556052
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",1.0,0.6667,1.0,1.0,6460,Equinix,MU1,Germany,Munich,"Seidlstrasse 3, Munich, 80335, Germany",48.143191,11.555765,16656,"Equinix, Inc.",MU3,Germany,Munich,Seidlstrasse 3,48.142543,11.556052
01_lat_long_2dp,1.0,"Rounded lat/long key 48.14, 11.56",1.0,0.2222,0.1739,1.0,6460,Equinix,MU1,Germany,Munich,"Seidlstrasse 3, Munich, 80335, Germany",48.143191,11.555765,16749,noris network AG,Munich Sud/MUC6,Germany,Munich,Seidlstrasse 3,48.142543,11.556052
01_lat_long_2dp,1.0,"Rounded lat/long key 48.15, -103.77",0.4932,1.0,1.0,1.0,6461,Atlas Power,Williston,United States of America,Williston,"143 Avenue NW Williston, ND 58801, United States",48.14591755,-103.7743005,21878,Atlas Power Data Center,Williston North Dakota,United States of America,Williston,5042 143rd Avenue Northwest,48.1455,-103.774323
01_lat_long_2dp,1.0,"Rounded lat/long key 48.15, 11.68",0.5263,1.0,1.0,0.4615,6462,Equinix,MU4,Germany,Dornach,"DywidagstraÃŸe 10, 85609 Aschheim, Germany",48.14691492,11.68221575,16657,"Equinix, Inc.",MU4,Germany,Munich,Dywidagstrasse 10,48.14719,11.68216
01_lat_long_2dp,1.0,"Rounded lat/long key 48.15, 11.60",0.3265,0.5217,1.0,1.0,6463,Deutsche Telekom,Munich-Tucherpark,Germany,Munich,"Am Tucherpark 12, 80538 Munich, Germany",48.1517361,11.59837868,14258,Deutsche Telekom AG,Industrial AI Cloud Hub Munich,Germany,Munich,Am Eisbach 4,48.153932,11.600255
01_lat_long_2dp,1.0,"Rounded lat/long key 48.15, 17.13",0.4091,1.0,0.8,1.0,6464,VNET Slovakia,SHC II,Slovakia,Bratislava,"KoceÄ¾ova 937/9, 821 08 Bratislava",48.15366104,17.12830783,19862,Vnet A S,SHC II,Slovakia,Bratislava,Kocelova 9,48.153296,17.128222
01_lat_long_2dp,1.0,"Rounded lat/long key 48.16, 11.77",0.381,0.4545,1.0,0.4375,6465,Portus Data Centers,MUC1/MUC2,Germany,Heimstetten,"Marsstr. 5, 85551 Kirchheim, Germany",48.158588,11.769093,18525,Portus Data Centers S.à R.l.,Portus Munich,Germany,Kirchheim bei München,Marsstraße,48.1583,11.76869
01_lat_long_2dp,1.0,"Rounded lat/long key 48.16, 14.04",0.56,1.0,0.6667,1.0,6467,eww ITandTEL,Wels Data Center,Austria,Wels,"WiesenstraÃŸe 43, 4600 Wels, Austria",48.1628367,14.03897146,21819,eww ag,Wels,Austria,Wels,Wiesenstrasse 43,48.163028,14.038779
01_lat_long_2dp,1.0,"Rounded lat/long key 48.16, 14.04",0.56,0.8889,0.6667,1.0,6467,eww ITandTEL,Wels Data Center,Austria,Wels,"WiesenstraÃŸe 43, 4600 Wels, Austria",48.1628367,14.03897146,21820,eww ag,Wels2,Austria,Wels,Wiesenstrasse 43,48.163028,14.038779
01_lat_long_2dp,1.0,"Rounded lat/long key 48.16, 17.16",1.0,1.0,0.8,1.0,6468,VNET Slovakia,DC Digitalis,Slovakia,Bratislava,"TrnavskÃ¡ cesta 110/b, 821 04 Bratislava, Slovakia",48.1637414,17.15789258,11443,Vnet A S,DC Digitalis,Slovakia,Bratislava,Trnavska cesta 110/B,48.164797,17.159861
01_lat_long_2dp,1.0,"Rounded lat/long key 48.17, 17.13",0.2909,0.2308,1.0,1.0,6469,Slovak Telekom,DC Jarosova,Slovakia,Bratislava,"Za kasÃ¡rÅˆou 11, 831 03 Bratislava, Slovakia",48.16941205,17.13034528,20876,"Slovak Telekom, a.s. d/b/a T-com",Telekom DataCenter,Slovakia,Bratislava,Varsavska 24/A,48.174835,17.128908
01_lat_long_2dp,1.0,"Rounded lat/long key 48.18, 16.36",0.3929,0.2857,1.0,1.0,6472,NESSUS,NDC2,Austria,Vienna,"Karmarschgasse 23-25, 1100 Vienna, Austria",48.178124,16.364967,17073,Nessus Gmbh,Nessus DC1 Vienna,Austria,Vienna,Fernkorngasse 10,48.179683,16.363922
01_lat_long_2dp,1.0,"Rounded lat/long key 48.18, 16.36",1.0,0.381,1.0,1.0,6472,NESSUS,NDC2,Austria,Vienna,"Karmarschgasse 23-25, 1100 Vienna, Austria",48.178124,16.364967,17074,Nessus Gmbh,Nessus DC2 Vienna,Austria,Vienna,Karmarschgasse 23,48.179683,16.363922
01_lat_long_2dp,1.0,"Rounded lat/long key 48.18, 16.36",1.0,0.381,1.0,1.0,6473,NESSUS,NDC1,Austria,Vienna,"Fernkorngasse 10, 1100 Vienna, Austria",48.179857,16.363894,17073,Nessus Gmbh,Nessus DC1 Vienna,Austria,Vienna,Fernkorngasse 10,48.179683,16.363922
01_lat_long_2dp,1.0,"Rounded lat/long key 48.18, 16.36",0.3019,0.2857,1.0,1.0,6473,NESSUS,NDC1,Austria,Vienna,"Fernkorngasse 10, 1100 Vienna, Austria",48.179857,16.363894,17074,Nessus Gmbh,Nessus DC2 Vienna,Austria,Vienna,Karmarschgasse 23,48.179683,16.363922
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 16.40",0.7429,0.0,0.3571,1.0,6475,T-Systems,T-Center,Austria,Vienna,"Rennweg 97-99, 1030 Vienna, Austria",48.18648,16.40343,21666,Deutsche Telekom AG,Vienna 2,Austria,Vienna,"T-Center, Rennweg 97-99",48.194113,16.395356
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 11.59",0.3077,0.5455,0.087,1.0,6478,myLoc,MUC6,Germany,Munich,"Stuttgarter Str. 2, 80807 Munich, Germany",48.188204,11.588655,16658,EXA Infrastructure,MUC-011,Germany,Munich,Elisabeth-Selbert-Strasse 1,48.193459,11.59289
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 11.59",0.7647,0.6,0.2308,1.0,6478,myLoc,MUC6,Germany,Munich,"Stuttgarter Str. 2, 80807 Munich, Germany",48.188204,11.588655,16739,Telia Company AB (publ),Munich,Germany,Munich,Stuttgarter Strasse 2,48.188262,11.588439
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 11.59",0.3333,0.3529,0.2353,1.0,6478,myLoc,MUC6,Germany,Munich,"Stuttgarter Str. 2, 80807 Munich, Germany",48.188204,11.588655,16747,Mivitec GmbH,Munich Nord 1,Germany,Munich,Frankfurter Ring,48.187885,11.58861
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 16.40",0.3077,0.1333,0.2308,1.0,6479,Aithyra,St Marx,Austria,Vienna,"Helmut-Qualtinger-Gasse 2, Stg. 2 A-1030 Vienna",48.1884496,16.4024516,21666,Deutsche Telekom AG,Vienna 2,Austria,Vienna,"T-Center, Rennweg 97-99",48.194113,16.395356
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 16.35",0.5455,0.25,1.0,1.0,6481,DATASIX,Vienna Data Centre,Austria,Vienna,"HofmÃ¼hlgasse 3-5, 1060 Vienna, Austria",48.192965,16.353399,11373,"Sistemas Datasix, S.L.",DATASIX Datacenter,Austria,Vienna,Hofmuehlgasse 3-5,48.193015,16.35304
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 11.59",0.7727,0.2727,0.2963,1.0,6482,T-Systems,DataCenter 2020,Germany,Munich,"Elisabeth-Selbert-StraÃŸe 2, 80939 MÃ¼nchen, Germany",48.194373,11.592464,16658,EXA Infrastructure,MUC-011,Germany,Munich,Elisabeth-Selbert-Strasse 1,48.193459,11.59289
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 11.59",0.3611,0.0952,0.2,1.0,6482,T-Systems,DataCenter 2020,Germany,Munich,"Elisabeth-Selbert-StraÃŸe 2, 80939 MÃ¼nchen, Germany",48.194373,11.592464,16739,Telia Company AB (publ),Munich,Germany,Munich,Stuttgarter Strasse 2,48.188262,11.588439
01_lat_long_2dp,1.0,"Rounded lat/long key 48.19, 11.59",0.2388,0.1429,0.2857,1.0,6482,T-Systems,DataCenter 2020,Germany,Munich,"Elisabeth-Selbert-StraÃŸe 2, 80939 MÃ¼nchen, Germany",48.194373,11.592464,16747,Mivitec GmbH,Munich Nord 1,Germany,Munich,Frankfurter Ring,48.187885,11.58861
01_lat_long_2dp,1.0,"Rounded lat/long key 48.20, 11.59",0.8261,0.6667,0.5217,1.0,6483,EMC HostCo,MUC I,Germany,Munich,"Elisabeth Selbert Str. 7, 80939 Munich, Germany",48.195442,11.592865,16659,EMC Home of Data GmbH,MUC1,Germany,Munich,Elisabeth-Selbert-Strasse 7,48.195477,11.592698
01_lat_long_2dp,1.0,"Rounded lat/long key 48.20, 11.59",0.7727,0.4706,0.3636,1.0,6483,EMC HostCo,MUC I,Germany,Munich,"Elisabeth Selbert Str. 7, 80939 Munich, Germany",48.195442,11.592865,16751,Mivitec GmbH,Munich-Ost 2,Germany,Munich,Elisabeth-Selbert-Strasse 3,48.19509,11.59297
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.3226,0.2759,0.2143,1.0,6488,Yorizon,Yorizon Vienna,Austria,Vienna,"Vienna, Austria",48.20953042,16.37202948,8796,A1 Telekom Austria AG,Arsenal Hosting,Austria,Vienna,Arsenal Objekt 24,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,0.2353,0.1818,1.0,6488,Yorizon,Yorizon Vienna,Austria,Vienna,"Vienna, Austria",48.20953042,16.37202948,21628,"FDC Servers.net, LLC",VI1,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.3871,0.3,0.2381,1.0,6488,Yorizon,Yorizon Vienna,Austria,Vienna,"Vienna, Austria",48.20953042,16.37202948,21651,NTT Global Data Centers Preparatory Corporation,VIE1 - B,Austria,Vienna,Computerstrasse 4,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.3871,0.3,0.2381,1.0,6488,Yorizon,Yorizon Vienna,Austria,Vienna,"Vienna, Austria",48.20953042,16.37202948,21652,NTT Global Data Centers Preparatory Corporation,VIE1 - C,Austria,Vienna,Computerstrasse 4,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,1.0,0.1905,1.0,6488,Yorizon,Yorizon Vienna,Austria,Vienna,"Vienna, Austria",48.20953042,16.37202948,21662,T-Mobile International Austria GmbH,Vienna,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,0.8571,0.2581,1.0,6488,Yorizon,Yorizon Vienna,Austria,Vienna,"Vienna, Austria",48.20953042,16.37202948,21665,Orange Business Services SA,Vienna 1,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,0.8571,0.2581,1.0,6488,Yorizon,Yorizon Vienna,Austria,Vienna,"Vienna, Austria",48.20953042,16.37202948,21667,Orange Business Services SA,Vienna 2,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.97",1.0,1.0,1.0,1.0,6489,CNC,DC Perpetuus,Slovakia,Bratislava,"IstrijskÃ¡ 5366/26, 841 07 DevÃ­nska NovÃ¡ Ves, Slovakia",48.210547,16.97423625,18196,CNC,Perpetuus DC/DCP1,Slovakia,Bratislava,Istrijska 26,48.210418,16.97418
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.38",0.2105,0.2308,0.1429,1.0,6490,next Layer,Fleischmarkt,Austria,Vienna,"Rechenzentrumsstandort Wien Fleischmarkt, Fleischmarkt 19, 1010 Wien, Austria",48.2109126,16.37851587,11913,Raiffeisen Informatik GmbH & Co KG,Diana Haus (RDH),Austria,Vienna,"Lilienbrunngasse 7-9,",48.214385,16.377292
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.38",1.0,1.0,1.0,1.0,6490,next Layer,Fleischmarkt,Austria,Vienna,"Rechenzentrumsstandort Wien Fleischmarkt, Fleischmarkt 19, 1010 Wien, Austria",48.2109126,16.37851587,12695,NEXT LAYER Telekommunikationsdienstleistungs- und Beratungs GmbH,Fleischmarkt Datacenter,Austria,Vienna,Fleischmarkt 19,48.210551,16.378684
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.1905,0.2857,0.2069,1.0,6491,Nexspace,Vienna,Austria,Vienna,null,48.21097683,16.37122237,8796,A1 Telekom Austria AG,Arsenal Hosting,Austria,Vienna,Arsenal Objekt 24,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,0.4444,0.3478,1.0,6491,Nexspace,Vienna,Austria,Vienna,null,48.21097683,16.37122237,21628,"FDC Servers.net, LLC",VI1,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0952,0.5,0.2791,1.0,6491,Nexspace,Vienna,Austria,Vienna,null,48.21097683,16.37122237,21651,NTT Global Data Centers Preparatory Corporation,VIE1 - B,Austria,Vienna,Computerstrasse 4,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0952,0.5,0.2791,1.0,6491,Nexspace,Vienna,Austria,Vienna,null,48.21097683,16.37122237,21652,NTT Global Data Centers Preparatory Corporation,VIE1 - C,Austria,Vienna,Computerstrasse 4,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,1.0,0.186,1.0,6491,Nexspace,Vienna,Austria,Vienna,null,48.21097683,16.37122237,21662,T-Mobile International Austria GmbH,Vienna,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,1.0,0.375,1.0,6491,Nexspace,Vienna,Austria,Vienna,null,48.21097683,16.37122237,21665,Orange Business Services SA,Vienna 1,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.37",0.0,1.0,0.375,1.0,6491,Nexspace,Vienna,Austria,Vienna,null,48.21097683,16.37122237,21667,Orange Business Services SA,Vienna 2,Austria,Vienna,,48.208174,16.373819
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.38",1.0,1.0,1.0,1.0,6492,Raiffeisen Informatik,RDH,Austria,Vienna,"Lilienbrunngasse 7-9, 1020 Vienna, Austria",48.21414374,16.37753224,11913,Raiffeisen Informatik GmbH & Co KG,Diana Haus (RDH),Austria,Vienna,"Lilienbrunngasse 7-9,",48.214385,16.377292
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.38",0.1818,0.1538,0.2381,1.0,6492,Raiffeisen Informatik,RDH,Austria,Vienna,"Lilienbrunngasse 7-9, 1020 Vienna, Austria",48.21414374,16.37753224,12695,NEXT LAYER Telekommunikationsdienstleistungs- und Beratungs GmbH,Fleischmarkt Datacenter,Austria,Vienna,Fleischmarkt 19,48.210551,16.378684
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.38",0.2632,0.2353,1.0,1.0,6493,Raiffeisen Informatik,RHW,Austria,Vienna,"Friedrich-Wilhelm-Raiffeisen-Platz 1, 1020 Vienna, Austria",48.21436272,16.37623924,11913,Raiffeisen Informatik GmbH & Co KG,Diana Haus (RDH),Austria,Vienna,"Lilienbrunngasse 7-9,",48.214385,16.377292
01_lat_long_2dp,1.0,"Rounded lat/long key 48.21, 16.38",0.2535,0.1538,0.2381,1.0,6493,Raiffeisen Informatik,RHW,Austria,Vienna,"Friedrich-Wilhelm-Raiffeisen-Platz 1, 1020 Vienna, Austria",48.21436272,16.37623924,12695,NEXT LAYER Telekommunikationsdienstleistungs- und Beratungs GmbH,Fleischmarkt Datacenter,Austria,Vienna,Fleischmarkt 19,48.210551,16.378684
01_lat_long_2dp,1.0,"Rounded lat/long key 48.23, 16.33",1.0,0.88,1.0,1.0,6496,A1,A1 Antonigasse,Austria,Vienna,Antonigasse 101-108 A-1170 Wien,48.22588167,16.32870724,8740,A1 Telekom Austria AG,Antonigasse (Housing and Hosting Center),Austria,Vienna,Antonigasse 101-108,48.225816,16.329507
01_lat_long_2dp,1.0,"Rounded lat/long key 48.23, 16.46",0.6207,0.3333,0.1429,1.0,6497,Stadt Wien,RZW,Austria,Vienna,"Stadlauer Str. 56, 1220 Wien, Austria",48.2295108,16.4562546,18948,Raiffeisen Informatik GmbH & Co KG,RDC,Austria,Vienna,Stadlauer Strasse 66,48.231821,16.4581
01_lat_long_2dp,1.0,"Rounded lat/long key 48.23, 16.46",0.75,1.0,1.0,1.0,6498,Raiffeisen Informatik,RDC,Austria,Vienna,"Stadlauer Str. 66, 1220 Vienna, Austria",48.23174012,16.46230722,18948,Raiffeisen Informatik GmbH & Co KG,RDC,Austria,Vienna,Stadlauer Strasse 66,48.231821,16.4581
01_lat_long_2dp,1.0,"Rounded lat/long key 48.24, 16.36",0.8,0.087,0.5128,1.0,6499,Hutchinson 3,Standort 1190,Austria,Vienna,"HeiligenstÃ¤dter LÃ¤nde 27c, 1190 Vienna",48.24292191,16.36432604,16077,Hutchison Drei Austria GmbH,Medienhaus,Austria,Vienna,Heiligenstaedter Laende 27c (Medienhaus),48.242703,16.36476
01_lat_long_2dp,1.0,"Rounded lat/long key 48.25, 14.62",1.0,1.0,0.3077,1.0,6500,TZ PERG,Data Center Perg,Austria,Perg,Technologiepark 17 A-4320 Perg,48.24587996,14.61992528,13214,eww ag,Green Datacenter Perg,Austria,Perg,Technologiepark 17,48.245792,14.619928
01_lat_long_2dp,1.0,"Rounded lat/long key 48.26, 11.61",0.7895,1.0,1.0,0.9048,6501,nLighten,MUC1,Germany,Garching bei MÃ¼nchen,"Robert-Bosch-StraÃŸe 12, 85748 Garching bei MÃ¼nchen",48.255604,11.611681,16660,nLighten Deutschland GmbH,MUC1 nLighten Munich,Germany,Garching bei München,Robert-Bosch-Strasse 12,48.25538,11.61208
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.2899,0.6,0.3243,1.0,6506,AtlasEdge Data Centres,VIE002,Austria,Vienna,"Leopoldine-Padaurek-Str. 14/Objekt 38, 1210 Wien, Austria",48.26593487,16.42026309,21653,"Digital Realty Trust, Inc.",VIE3,Austria,Vienna,Paukerwerkstraße,48.27053,16.42403
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.1972,0.6,0.3243,1.0,6506,AtlasEdge Data Centres,VIE002,Austria,Vienna,"Leopoldine-Padaurek-Str. 14/Objekt 38, 1210 Wien, Austria",48.26593487,16.42026309,21654,"Digital Realty Trust, Inc.",VIE4,Austria,Vienna,Siemensstrasse 87,48.270144,16.423233
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.1972,0.6,0.3243,1.0,6506,AtlasEdge Data Centres,VIE002,Austria,Vienna,"Leopoldine-Padaurek-Str. 14/Objekt 38, 1210 Wien, Austria",48.26593487,16.42026309,21655,"Digital Realty Trust, Inc.",VIE5,Austria,Vienna,Siemensstrasse 87,48.270144,16.423233
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.1972,0.6,0.3243,1.0,6506,AtlasEdge Data Centres,VIE002,Austria,Vienna,"Leopoldine-Padaurek-Str. 14/Objekt 38, 1210 Wien, Austria",48.26593487,16.42026309,21656,"Digital Realty Trust, Inc.",VIE6,Austria,Vienna,Siemensstrasse 87,48.270144,16.423233
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.7755,0.5,1.0,1.0,6506,AtlasEdge Data Centres,VIE002,Austria,Vienna,"Leopoldine-Padaurek-Str. 14/Objekt 38, 1210 Wien, Austria",48.26593487,16.42026309,21664,Atlasedge Data Centres,Vienna,Austria,Vienna,Leopoldine-Padaurek-Strasse 16,48.266358,16.419847
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.43",0.4286,0.2667,0.32,1.0,6507,Atos,Vienna North,Austria,Vienna,"Siemensstrasse 92, 1210 Vienna, Austria",48.2669,16.42539,8383,A1 Telekom Austria AG,A1 Next Generation DC,Austria,Vienna,Paukerwerkstrasse 7,48.27017,16.43029
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.43",0.3673,1.0,1.0,1.0,6507,Atos,Vienna North,Austria,Vienna,"Siemensstrasse 92, 1210 Vienna, Austria",48.2669,16.42539,8967,Atos SE,Atos Datacenter Vienna North,Austria,Vienna,Siemens City,48.266969,16.42679
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.43",0.2807,0.1176,0.1702,1.0,6507,Atos,Vienna North,Austria,Vienna,"Siemensstrasse 92, 1210 Vienna, Austria",48.2669,16.42539,17660,International Business Machines Corporation,ODC21,Austria,Vienna,Richard Neutra Gasse,48.27121,16.43326
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.43",0.2807,0.1176,0.1702,1.0,6507,Atos,Vienna North,Austria,Vienna,"Siemensstrasse 92, 1210 Vienna, Austria",48.2669,16.42539,17661,International Business Machines Corporation,ODC21,Austria,Vienna,Richard Neutra Gasse,48.27121,16.43326
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.43",0.2807,0.0833,0.1702,1.0,6507,Atos,Vienna North,Austria,Vienna,"Siemensstrasse 92, 1210 Vienna, Austria",48.2669,16.42539,17662,International Business Machines Corporation,ODC21 backup DC,Austria,Vienna,Richard Neutra Gasse,48.27121,16.43326
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.43",0.2807,1.0,0.1702,1.0,6507,Atos,Vienna North,Austria,Vienna,"Siemensstrasse 92, 1210 Vienna, Austria",48.2669,16.42539,21660,International Business Machines Corporation,Vienna,Austria,Vienna,Richard Neutra Gasse,48.27121,16.43326
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.4375,0.6,0.3243,1.0,6508,AtlasEdge Data Centres,VIE001,Austria,Vienna,"1210 Wien, Austria",48.26698911,16.42096494,21653,"Digital Realty Trust, Inc.",VIE3,Austria,Vienna,Paukerwerkstraße,48.27053,16.42403
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.4118,0.6,0.3243,1.0,6508,AtlasEdge Data Centres,VIE001,Austria,Vienna,"1210 Wien, Austria",48.26698911,16.42096494,21654,"Digital Realty Trust, Inc.",VIE4,Austria,Vienna,Siemensstrasse 87,48.270144,16.423233
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.4118,0.6,0.3243,1.0,6508,AtlasEdge Data Centres,VIE001,Austria,Vienna,"1210 Wien, Austria",48.26698911,16.42096494,21655,"Digital Realty Trust, Inc.",VIE5,Austria,Vienna,Siemensstrasse 87,48.270144,16.423233
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.4118,0.6,0.3243,1.0,6508,AtlasEdge Data Centres,VIE001,Austria,Vienna,"1210 Wien, Austria",48.26698911,16.42096494,21656,"Digital Realty Trust, Inc.",VIE6,Austria,Vienna,Siemensstrasse 87,48.270144,16.423233
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.42",0.383,0.5,1.0,1.0,6508,AtlasEdge Data Centres,VIE001,Austria,Vienna,"1210 Wien, Austria",48.26698911,16.42096494,21664,Atlasedge Data Centres,Vienna,Austria,Vienna,Leopoldine-Padaurek-Strasse 16,48.266358,16.419847
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.41",1.0,0.2,1.0,1.0,6509,Digital Realty,VIE1,Austria,Vienna,"Louis-HÃ¤fliger-Gasse 10, 1210 Vienna, 1210, Austria",48.26891,16.410797,17075,"Digital Realty Trust, Inc.",Nessus Interxion,Austria,Vienna,Louis-Häfliger-Gasse 10,48.268991,16.410644
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.41",0.6286,1.0,1.0,1.0,6509,Digital Realty,VIE1,Austria,Vienna,"Louis-HÃ¤fliger-Gasse 10, 1210 Vienna, 1210, Austria",48.26891,16.410797,21670,"Digital Realty Trust, Inc.",Vienna VIE1,Austria,Vienna,Louis‑Häfliger-Gasse 10,48.2694,16.41075
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.41",0.6286,0.4,1.0,1.0,6509,Digital Realty,VIE1,Austria,Vienna,"Louis-HÃ¤fliger-Gasse 10, 1210 Vienna, 1210, Austria",48.26891,16.410797,21671,"Digital Realty Trust, Inc.",Vienna VIE2,Austria,Vienna,Louis‑Häfliger-Gasse 10,48.26922,16.41115
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.41",1.0,0.2,1.0,1.0,6510,Digital Realty,VIE2,Austria,Vienna,"Louis-HÃ¤fliger-Gasse 10 Building 2, 1210 Vienna, Austria",48.268953,16.41152,17075,"Digital Realty Trust, Inc.",Nessus Interxion,Austria,Vienna,Louis-Häfliger-Gasse 10,48.268991,16.410644
01_lat_long_2dp,1.0,"Rounded lat/long key 48.27, 16.41",0.5789,0.4,1.0,1.0,6510,Digital Realty,VIE2,Austria,Vienna,"Louis-HÃ¤fliger-Gasse 10 Building 2, 1210 Vienna, Austria",48.268953,16.41152,21670,"Digital Realty Trust, Inc.",Vienna VIE1,Austria,Vienna,Louis‑Häfliger-Gasse 10,48.2694,16.41075
